timestamp,Regime
2022-05-27,Risky
2022-05-31,Risky
2022-06-01,Risky
2022-06-02,Risky
2022-06-03,Risky
2022-06-06,Risky
2022-06-07,Risky
2022-06-08,Risky
2022-06-09,Risky
2022-06-10,Bear
2022-06-13,Bear
2022-06-14,Bear
2022-06-15,Risky
2022-06-16,Bear
2022-06-17,Risky
2022-06-21,Risky
2022-06-22,Risky
2022-06-23,Risky
2022-06-24,Risky
2022-06-27,Risky
2022-06-28,Risky
2022-06-29,Risky
2022-06-30,Risky
2022-07-01,Risky
2022-07-05,Risky
2022-07-06,Risky
2022-07-07,Bear
2022-07-08,Risky
2022-07-11,Risky
2022-07-12,Risky
2022-07-13,Risky
2022-07-14,Risky
2022-07-15,Risky
2022-07-18,Risky
2022-07-19,Risky
2022-07-20,Risky
2022-07-21,Risky
2022-07-22,Bear
2022-07-25,Risky
2022-07-26,Risky
2022-07-27,Risky
2022-07-28,Risky
2022-07-29,Risky
2022-08-01,Risky
2022-08-02,Risky
2022-08-03,Risky
2022-08-04,Risky
2022-08-05,Risky
2022-08-08,Risky
2022-08-09,Risky
2022-08-10,Risky
2022-08-11,Risky
2022-08-12,Risky
2022-08-15,Risky
2022-08-16,Risky
2022-08-17,Risky
2022-08-18,Risky
2022-08-19,Risky
2022-08-22,Bear
2022-08-23,Risky
2022-08-24,Risky
2022-08-25,Risky
2022-08-26,Risky
2022-08-29,Risky
2022-08-30,Risky
2022-08-31,Risky
2022-09-01,Risky
2022-09-02,Risky
2022-09-06,Risky
2022-09-07,Risky
2022-09-08,Risky
2022-09-09,Risky
2022-09-12,Risky
2022-09-13,Bear
2022-09-14,Risky
2022-09-15,Risky
2022-09-16,Risky
2022-09-19,Risky
2022-09-20,Risky
2022-09-21,Risky
2022-09-22,Bear
2022-09-23,Bear
2022-09-26,Risky
2022-09-27,Risky
2022-09-28,Risky
2022-09-29,Risky
2022-09-30,Risky
2022-10-03,Risky
2022-10-04,Bear
2022-10-05,Risky
2022-10-06,Risky
2022-10-07,Bear
2022-10-10,Risky
2022-10-11,Risky
2022-10-12,Risky
2022-10-13,Risky
2022-10-14,Risky
2022-10-17,Risky
2022-10-18,Risky
2022-10-19,Risky
2022-10-20,Risky
2022-10-21,Risky
2022-10-24,Risky
2022-10-25,Risky
2022-10-26,Risky
2022-10-27,Risky
2022-10-28,Risky
2022-10-31,Risky
2022-11-01,Risky
2022-11-02,Risky
2022-11-03,Risky
2022-11-04,Risky
2022-11-07,Risky
2022-11-08,Risky
2022-11-09,Risky
2022-11-10,Bear
2022-11-11,Risky
2022-11-14,Risky
2022-11-15,Risky
2022-11-16,Risky
2022-11-17,Risky
2022-11-18,Risky
2022-11-21,Risky
2022-11-22,Risky
2022-11-23,Risky
2022-11-25,Risky
2022-11-28,Risky
2022-11-29,Risky
2022-11-30,Risky
2022-12-01,Risky
2022-12-02,Risky
2022-12-05,Risky
2022-12-06,Risky
2022-12-07,Risky
2022-12-08,Risky
2022-12-09,Risky
2022-12-12,Risky
2022-12-13,Risky
2022-12-14,Risky
2022-12-15,Risky
2022-12-16,Risky
2022-12-19,Risky
2022-12-20,Risky
2022-12-21,Risky
2022-12-22,Risky
2022-12-23,Risky
2022-12-27,Risky
2022-12-28,Risky
2022-12-29,Risky
2022-12-30,Risky
2023-01-03,Risky
2023-01-04,Risky
2023-01-05,Risky
2023-01-06,Risky
2023-01-09,Risky
2023-01-10,Risky
2023-01-11,Risky
